,Código,Posto,month,year,rain,day,latitude,longitude
403,196,Recife (Codecipe / Santo Amaro),8,2017,"0,0",16,-8.0442,-34.8747
406,30,Recife (Várzea),8,2017,"0,0",16,-8.036,-34.98
408,265,Recife (Alto da Brasileira),9,2017,"2,4",16,-8.0014,-34.9353
409,196,Recife (Codecipe / Santo Amaro),9,2017,"0,0",16,-8.0442,-34.8747
412,30,Recife (Várzea),9,2017,"5,8",16,-8.036,-34.98
414,265,Recife (Alto da Brasileira),10,2017,"0,0",16,-8.0014,-34.9353
415,196,Recife (Codecipe / Santo Amaro),10,2017,"0,0",16,-8.0442,-34.8747
418,30,Recife (Várzea),10,2017,"0,0",16,-8.036,-34.98
420,265,Recife (Alto da Brasileira),11,2017,"0,0",16,-8.0014,-34.9353
421,196,Recife (Codecipe / Santo Amaro),11,2017,"0,0",16,-8.0442,-34.8747
424,30,Recife (Várzea),11,2017,"1,6",16,-8.036,-34.98
426,265,Recife (Alto da Brasileira),12,2017,"0,0",16,-8.0014,-34.9353
427,196,Recife (Codecipe / Santo Amaro),12,2017,"0,0",16,-8.0442,-34.8747
430,30,Recife (Várzea),12,2017,"0,0",16,-8.036,-34.98
432,265,Recife (Alto da Brasileira),1,2018,"0,7",16,-8.0014,-34.9353
433,196,Recife (Codecipe / Santo Amaro),1,2018,"0,0",16,-8.0442,-34.8747
436,30,Recife (Várzea),1,2018,"1,2",16,-8.036,-34.98
438,265,Recife (Alto da Brasileira),2,2018,"3,3",16,-8.0014,-34.9353
439,196,Recife (Codecipe / Santo Amaro),2,2018,"0,0",16,-8.0442,-34.8747
442,30,Recife (Várzea),2,2018,"1,2",16,-8.036,-34.98
444,265,Recife (Alto da Brasileira),3,2018,"0,5",16,-8.0014,-34.9353
445,196,Recife (Codecipe / Santo Amaro),3,2018,"0,0",16,-8.0442,-34.8747
448,30,Recife (Várzea),3,2018,"7,3",16,-8.036,-34.98
450,265,Recife (Alto da Brasileira),4,2018,"11,1",16,-8.0014,-34.9353
451,196,Recife (Codecipe / Santo Amaro),4,2018,"15,0",16,-8.0442,-34.8747
454,30,Recife (Várzea),4,2018,"14,4",16,-8.036,-34.98
456,265,Recife (Alto da Brasileira),5,2018,"2,5",16,-8.0014,-34.9353
457,196,Recife (Codecipe / Santo Amaro),5,2018,"0,8",16,-8.0442,-34.8747
460,30,Recife (Várzea),5,2018,"5,6",16,-8.036,-34.98
462,265,Recife (Alto da Brasileira),6,2018,"3,2",16,-8.0014,-34.9353
463,196,Recife (Codecipe / Santo Amaro),6,2018,"0,0",16,-8.0442,-34.8747
466,30,Recife (Várzea),6,2018,"4,4",16,-8.036,-34.98
468,265,Recife (Alto da Brasileira),7,2018,"0,0",16,-8.0014,-34.9353
469,196,Recife (Codecipe / Santo Amaro),7,2018,"0,0",16,-8.0442,-34.8747
472,30,Recife (Várzea),7,2018,"0,0",16,-8.036,-34.98
474,265,Recife (Alto da Brasileira),8,2018,"0,0",16,-8.0014,-34.9353
475,196,Recife (Codecipe / Santo Amaro),8,2018,"0,0",16,-8.0442,-34.8747
478,30,Recife (Várzea),8,2018,"5,2",16,-8.036,-34.98
480,265,Recife (Alto da Brasileira),9,2018,"1,3",16,-8.0014,-34.9353
481,196,Recife (Codecipe / Santo Amaro),9,2018,"0,0",16,-8.0442,-34.8747
484,30,Recife (Várzea),9,2018,"6,0",16,-8.036,-34.98
486,265,Recife (Alto da Brasileira),10,2018,"2,2",16,-8.0014,-34.9353
487,196,Recife (Codecipe / Santo Amaro),10,2018,"0,4",16,-8.0442,-34.8747
490,30,Recife (Várzea),10,2018,"0,8",16,-8.036,-34.98
492,265,Recife (Alto da Brasileira),11,2018,"0,0",16,-8.0014,-34.9353
493,196,Recife (Codecipe / Santo Amaro),11,2018,"0,0",16,-8.0442,-34.8747
496,30,Recife (Várzea),11,2018,"0,0",16,-8.036,-34.98
498,265,Recife (Alto da Brasileira),12,2018,"0,0",16,-8.0014,-34.9353
499,196,Recife (Codecipe / Santo Amaro),12,2018,"0,0",16,-8.0442,-34.8747
502,30,Recife (Várzea),12,2018,"0,0",16,-8.036,-34.98
504,265,Recife (Alto da Brasileira),1,2019,"0,0",16,-8.0014,-34.9353
505,196,Recife (Codecipe / Santo Amaro),1,2019,"0,0",16,-8.0442,-34.8747
508,30,Recife (Várzea),1,2019,"0,0",16,-8.036,-34.98
510,265,Recife (Alto da Brasileira),2,2019,"0,8",16,-8.0014,-34.9353
511,196,Recife (Codecipe / Santo Amaro),2,2019,"0,0",16,-8.0442,-34.8747
514,30,Recife (Várzea),2,2019,"0,6",16,-8.036,-34.98
516,265,Recife (Alto da Brasileira),3,2019,"0,0",16,-8.0014,-34.9353
517,196,Recife (Codecipe / Santo Amaro),3,2019,"0,0",16,-8.0442,-34.8747
520,30,Recife (Várzea),3,2019,"0,6",16,-8.036,-34.98
522,265,Recife (Alto da Brasileira),4,2019,"0,0",16,-8.0014,-34.9353
523,196,Recife (Codecipe / Santo Amaro),4,2019,"0,0",16,-8.0442,-34.8747
526,30,Recife (Várzea),4,2019,"0,0",16,-8.036,-34.98
528,265,Recife (Alto da Brasileira),5,2019,"0,7",16,-8.0014,-34.9353
529,196,Recife (Codecipe / Santo Amaro),5,2019,"0,0",16,-8.0442,-34.8747
532,30,Recife (Várzea),5,2019,"1,4",16,-8.036,-34.98
534,265,Recife (Alto da Brasileira),6,2019,"2,3",16,-8.0014,-34.9353
535,196,Recife (Codecipe / Santo Amaro),6,2019,"5,6",16,-8.0442,-34.8747
538,30,Recife (Várzea),6,2019,"5,0",16,-8.036,-34.98
540,265,Recife (Alto da Brasileira),7,2019,"0,0",16,-8.0014,-34.9353
541,196,Recife (Codecipe / Santo Amaro),7,2019,"0,0",16,-8.0442,-34.8747
544,30,Recife (Várzea),7,2019,"0,0",16,-8.036,-34.98
546,265,Recife (Alto da Brasileira),8,2019,"11,0",16,-8.0014,-34.9353
547,196,Recife (Codecipe / Santo Amaro),8,2019,"1,2",16,-8.0442,-34.8747
550,30,Recife (Várzea),8,2019,"14,2",16,-8.036,-34.98
552,265,Recife (Alto da Brasileira),9,2019,"0,0",16,-8.0014,-34.9353
553,196,Recife (Codecipe / Santo Amaro),9,2019,"0,0",16,-8.0442,-34.8747
556,30,Recife (Várzea),9,2019,"0,4",16,-8.036,-34.98
558,265,Recife (Alto da Brasileira),10,2019,"0,0",16,-8.0014,-34.9353
559,196,Recife (Codecipe / Santo Amaro),10,2019,"0,0",16,-8.0442,-34.8747
562,30,Recife (Várzea),10,2019,"0,0",16,-8.036,-34.98
564,265,Recife (Alto da Brasileira),11,2019,"0,0",16,-8.0014,-34.9353
565,196,Recife (Codecipe / Santo Amaro),11,2019,"0,0",16,-8.0442,-34.8747
568,30,Recife (Várzea),11,2019,"0,0",16,-8.036,-34.98
570,265,Recife (Alto da Brasileira),12,2019,"14,1",16,-8.0014,-34.9353
571,196,Recife (Codecipe / Santo Amaro),12,2019,"10,2",16,-8.0442,-34.8747
574,30,Recife (Várzea),12,2019,"11,0",16,-8.036,-34.98
2,344,Recife (Lamepe/Itep),1,2012,"0,5",17,-8.0592,-34.9519
3,378,Recife (Santo Amaro),1,2012,"0,0",17,-8.0503,-34.8842
4,30,Recife (Várzea),1,2012,"0,6",17,-8.036,-34.98
5,480,Recife - PCD,1,2012,"0,0",17,-8.0644,-34.9247
6,265,Recife (Alto da Brasileira),2,2012,"0,8",17,-8.0014,-34.9353
8,344,Recife (Lamepe/Itep),2,2012,"12,0",17,-8.0592,-34.9519
9,378,Recife (Santo Amaro),2,2012,"6,9",17,-8.0503,-34.8842
10,30,Recife (Várzea),2,2012,"13,4",17,-8.036,-34.98
11,480,Recife - PCD,2,2012,"15,8",17,-8.0644,-34.9247
12,265,Recife (Alto da Brasileira),3,2012,"0,0",17,-8.0014,-34.9353
14,344,Recife (Lamepe/Itep),3,2012,"0,0",17,-8.0592,-34.9519
15,378,Recife (Santo Amaro),3,2012,"0,0",17,-8.0503,-34.8842
16,30,Recife (Várzea),3,2012,"0,0",17,-8.036,-34.98
17,480,Recife - PCD,3,2012,"0,0",17,-8.0644,-34.9247
18,265,Recife (Alto da Brasileira),4,2012,"0,9",17,-8.0014,-34.9353
20,344,Recife (Lamepe/Itep),4,2012,"0,0",17,-8.0592,-34.9519
21,378,Recife (Santo Amaro),4,2012,"2,9",17,-8.0503,-34.8842
22,30,Recife (Várzea),4,2012,"0,4",17,-8.036,-34.98
23,480,Recife - PCD,4,2012,"0,5",17,-8.0644,-34.9247
24,265,Recife (Alto da Brasileira),5,2012,"0,0",17,-8.0014,-34.9353
26,344,Recife (Lamepe/Itep),5,2012,"0,0",17,-8.0592,-34.9519
27,378,Recife (Santo Amaro),5,2012,"0,0",17,-8.0503,-34.8842
28,30,Recife (Várzea),5,2012,"0,0",17,-8.036,-34.98
29,480,Recife - PCD,5,2012,"0,0",17,-8.0644,-34.9247
30,265,Recife (Alto da Brasileira),6,2012,"4,5",17,-8.0014,-34.9353
32,344,Recife (Lamepe/Itep),6,2012,"0,0",17,-8.0592,-34.9519
33,378,Recife (Santo Amaro),6,2012,"0,0",17,-8.0503,-34.8842
34,30,Recife (Várzea),6,2012,"0,0",17,-8.036,-34.98
35,480,Recife - PCD,6,2012,"0,0",17,-8.0644,-34.9247
36,265,Recife (Alto da Brasileira),7,2012,"24,5",17,-8.0014,-34.9353
38,344,Recife (Lamepe/Itep),7,2012,"0,0",17,-8.0592,-34.9519
39,378,Recife (Santo Amaro),7,2012,"4,5",17,-8.0503,-34.8842
40,30,Recife (Várzea),7,2012,"3,0",17,-8.036,-34.98
41,480,Recife - PCD,7,2012,"1,0",17,-8.0644,-34.9247
42,265,Recife (Alto da Brasileira),8,2012,"3,3",17,-8.0014,-34.9353
44,344,Recife (Lamepe/Itep),8,2012,"1,2",17,-8.0592,-34.9519
45,378,Recife (Santo Amaro),8,2012,"0,0",17,-8.0503,-34.8842
46,30,Recife (Várzea),8,2012,"0,8",17,-8.036,-34.98
47,480,Recife - PCD,8,2012,"0,0",17,-8.0644,-34.9247
48,265,Recife (Alto da Brasileira),9,2012,"0,0",17,-8.0014,-34.9353
50,344,Recife (Lamepe/Itep),9,2012,"0,0",17,-8.0592,-34.9519
51,378,Recife (Santo Amaro),9,2012,"0,0",17,-8.0503,-34.8842
52,30,Recife (Várzea),9,2012,"0,0",17,-8.036,-34.98
53,480,Recife - PCD,9,2012,"0,3",17,-8.0644,-34.9247
54,265,Recife (Alto da Brasileira),10,2012,"0,0",17,-8.0014,-34.9353
56,344,Recife (Lamepe/Itep),10,2012,"0,0",17,-8.0592,-34.9519
57,378,Recife (Santo Amaro),10,2012,"3,8",17,-8.0503,-34.8842
58,30,Recife (Várzea),10,2012,"0,0",17,-8.036,-34.98
59,480,Recife - PCD,10,2012,"0,0",17,-8.0644,-34.9247
60,265,Recife (Alto da Brasileira),11,2012,"0,0",17,-8.0014,-34.9353
62,344,Recife (Lamepe/Itep),11,2012,"0,0",17,-8.0592,-34.9519
63,378,Recife (Santo Amaro),11,2012,"0,0",17,-8.0503,-34.8842
64,30,Recife (Várzea),11,2012,"0,0",17,-8.036,-34.98
65,480,Recife - PCD,11,2012,"0,0",17,-8.0644,-34.9247
66,265,Recife (Alto da Brasileira),12,2012,"16,6",17,-8.0014,-34.9353
68,344,Recife (Lamepe/Itep),12,2012,"8,2",17,-8.0592,-34.9519
69,378,Recife (Santo Amaro),12,2012,"0,0",17,-8.0503,-34.8842
70,30,Recife (Várzea),12,2012,"7,0",17,-8.036,-34.98
71,480,Recife - PCD,12,2012,"10,3",17,-8.0644,-34.9247
72,265,Recife (Alto da Brasileira),1,2013,"0,0",17,-8.0014,-34.9353
75,378,Recife (Santo Amaro),1,2013,"0,0",17,-8.0503,-34.8842
76,30,Recife (Várzea),1,2013,"0,0",17,-8.036,-34.98
78,265,Recife (Alto da Brasileira),2,2013,"0,0",17,-8.0014,-34.9353
81,378,Recife (Santo Amaro),2,2013,"0,0",17,-8.0503,-34.8842
82,30,Recife (Várzea),2,2013,"0,0",17,-8.036,-34.98
84,265,Recife (Alto da Brasileira),3,2013,"0,0",17,-8.0014,-34.9353
87,378,Recife (Santo Amaro),3,2013,"4,3",17,-8.0503,-34.8842
88,30,Recife (Várzea),3,2013,"0,4",17,-8.036,-34.98
90,265,Recife (Alto da Brasileira),4,2013,"0,0",17,-8.0014,-34.9353
93,378,Recife (Santo Amaro),4,2013,"0,0",17,-8.0503,-34.8842
94,30,Recife (Várzea),4,2013,"0,0",17,-8.036,-34.98
96,265,Recife (Alto da Brasileira),5,2013,"67,0",17,-8.0014,-34.9353
99,378,Recife (Santo Amaro),5,2013,"76,5",17,-8.0503,-34.8842
100,30,Recife (Várzea),5,2013,"119,8",17,-8.036,-34.98
102,265,Recife (Alto da Brasileira),6,2013,"4,6",17,-8.0014,-34.9353
106,30,Recife (Várzea),6,2013,"25,9",17,-8.036,-34.98
108,265,Recife (Alto da Brasileira),7,2013,"0,0",17,-8.0014,-34.9353
112,30,Recife (Várzea),7,2013,"2,4",17,-8.036,-34.98
114,265,Recife (Alto da Brasileira),8,2013,"0,0",17,-8.0014,-34.9353
118,30,Recife (Várzea),8,2013,"1,0",17,-8.036,-34.98
120,265,Recife (Alto da Brasileira),9,2013,"0,0",17,-8.0014,-34.9353
124,30,Recife (Várzea),9,2013,"0,0",17,-8.036,-34.98
126,265,Recife (Alto da Brasileira),10,2013,"1,6",17,-8.0014,-34.9353
130,30,Recife (Várzea),10,2013,"3,6",17,-8.036,-34.98
132,265,Recife (Alto da Brasileira),11,2013,"0,0",17,-8.0014,-34.9353
136,30,Recife (Várzea),11,2013,"0,0",17,-8.036,-34.98
138,265,Recife (Alto da Brasileira),12,2013,"0,0",17,-8.0014,-34.9353
142,30,Recife (Várzea),12,2013,"0,0",17,-8.036,-34.98
144,265,Recife (Alto da Brasileira),1,2014,"0,0",17,-8.0014,-34.9353
148,30,Recife (Várzea),1,2014,"0,0",17,-8.036,-34.98
150,265,Recife (Alto da Brasileira),2,2014,"0,0",17,-8.0014,-34.9353
154,30,Recife (Várzea),2,2014,"0,0",17,-8.036,-34.98
156,265,Recife (Alto da Brasileira),3,2014,"22,1",17,-8.0014,-34.9353
160,30,Recife (Várzea),3,2014,"37,0",17,-8.036,-34.98
162,265,Recife (Alto da Brasileira),4,2014,"6,1",17,-8.0014,-34.9353
166,30,Recife (Várzea),4,2014,"1,4",17,-8.036,-34.98
168,265,Recife (Alto da Brasileira),5,2014,"2,1",17,-8.0014,-34.9353
172,30,Recife (Várzea),5,2014,"3,8",17,-8.036,-34.98
174,265,Recife (Alto da Brasileira),6,2014,"0,0",17,-8.0014,-34.9353
178,30,Recife (Várzea),6,2014,"0,0",17,-8.036,-34.98
180,265,Recife (Alto da Brasileira),7,2014,"0,0",17,-8.0014,-34.9353
184,30,Recife (Várzea),7,2014,"0,6",17,-8.036,-34.98
186,265,Recife (Alto da Brasileira),8,2014,"5,6",17,-8.0014,-34.9353
190,30,Recife (Várzea),8,2014,"4,5",17,-8.036,-34.98
192,265,Recife (Alto da Brasileira),9,2014,"0,0",17,-8.0014,-34.9353
196,30,Recife (Várzea),9,2014,"0,4",17,-8.036,-34.98
198,265,Recife (Alto da Brasileira),10,2014,"3,5",17,-8.0014,-34.9353
202,30,Recife (Várzea),10,2014,"2,6",17,-8.036,-34.98
204,265,Recife (Alto da Brasileira),11,2014,"0,0",17,-8.0014,-34.9353
208,30,Recife (Várzea),11,2014,"0,0",17,-8.036,-34.98
210,265,Recife (Alto da Brasileira),12,2014,"6,4",17,-8.0014,-34.9353
214,30,Recife (Várzea),12,2014,"2,0",17,-8.036,-34.98
216,265,Recife (Alto da Brasileira),1,2015,"0,0",17,-8.0014,-34.9353
220,30,Recife (Várzea),1,2015,"0,0",17,-8.036,-34.98
222,265,Recife (Alto da Brasileira),2,2015,"7,6",17,-8.0014,-34.9353
226,30,Recife (Várzea),2,2015,"0,0",17,-8.036,-34.98
228,265,Recife (Alto da Brasileira),3,2015,"0,0",17,-8.0014,-34.9353
232,30,Recife (Várzea),3,2015,"1,2",17,-8.036,-34.98
234,265,Recife (Alto da Brasileira),4,2015,"0,0",17,-8.0014,-34.9353
238,30,Recife (Várzea),4,2015,"0,0",17,-8.036,-34.98
240,265,Recife (Alto da Brasileira),5,2015,"10,4",17,-8.0014,-34.9353
244,30,Recife (Várzea),5,2015,"0,5",17,-8.036,-34.98
246,265,Recife (Alto da Brasileira),6,2015,"0,0",17,-8.0014,-34.9353
250,30,Recife (Várzea),6,2015,"0,8",17,-8.036,-34.98
252,265,Recife (Alto da Brasileira),7,2015,"40,0",17,-8.0014,-34.9353
256,30,Recife (Várzea),7,2015,"23,6",17,-8.036,-34.98
258,265,Recife (Alto da Brasileira),8,2015,"0,0",17,-8.0014,-34.9353
262,30,Recife (Várzea),8,2015,"0,0",17,-8.036,-34.98
264,265,Recife (Alto da Brasileira),9,2015,"3,0",17,-8.0014,-34.9353
268,30,Recife (Várzea),9,2015,"4,2",17,-8.036,-34.98
270,265,Recife (Alto da Brasileira),10,2015,"0,0",17,-8.0014,-34.9353
274,30,Recife (Várzea),10,2015,"0,0",17,-8.036,-34.98
276,265,Recife (Alto da Brasileira),11,2015,"0,5",17,-8.0014,-34.9353
280,30,Recife (Várzea),11,2015,"2,0",17,-8.036,-34.98
282,265,Recife (Alto da Brasileira),12,2015,"0,0",17,-8.0014,-34.9353
286,30,Recife (Várzea),12,2015,"0,0",17,-8.036,-34.98
288,265,Recife (Alto da Brasileira),1,2016,"2,6",17,-8.0014,-34.9353
292,30,Recife (Várzea),1,2016,"3,6",17,-8.036,-34.98
294,265,Recife (Alto da Brasileira),2,2016,"0,0",17,-8.0014,-34.9353
298,30,Recife (Várzea),2,2016,"0,0",17,-8.036,-34.98
300,265,Recife (Alto da Brasileira),3,2016,"10,3",17,-8.0014,-34.9353
304,30,Recife (Várzea),3,2016,"52,0",17,-8.036,-34.98
306,265,Recife (Alto da Brasileira),4,2016,"112,9",17,-8.0014,-34.9353
310,30,Recife (Várzea),4,2016,"58,0",17,-8.036,-34.98
312,265,Recife (Alto da Brasileira),5,2016,"3,7",17,-8.0014,-34.9353
316,30,Recife (Várzea),5,2016,"13,8",17,-8.036,-34.98
318,265,Recife (Alto da Brasileira),6,2016,"0,0",17,-8.0014,-34.9353
322,30,Recife (Várzea),6,2016,"0,0",17,-8.036,-34.98
324,265,Recife (Alto da Brasileira),7,2016,"2,5",17,-8.0014,-34.9353
328,30,Recife (Várzea),7,2016,"2,2",17,-8.036,-34.98
330,265,Recife (Alto da Brasileira),8,2016,"0,0",17,-8.0014,-34.9353
334,30,Recife (Várzea),8,2016,"0,0",17,-8.036,-34.98
336,265,Recife (Alto da Brasileira),9,2016,"0,8",17,-8.0014,-34.9353
340,30,Recife (Várzea),9,2016,"0,0",17,-8.036,-34.98
342,265,Recife (Alto da Brasileira),10,2016,"0,0",17,-8.0014,-34.9353
346,30,Recife (Várzea),10,2016,"0,0",17,-8.036,-34.98
348,265,Recife (Alto da Brasileira),11,2016,"0,0",17,-8.0014,-34.9353
352,30,Recife (Várzea),11,2016,"0,0",17,-8.036,-34.98
354,265,Recife (Alto da Brasileira),12,2016,"0,0",17,-8.0014,-34.9353
358,30,Recife (Várzea),12,2016,"2,0",17,-8.036,-34.98
360,265,Recife (Alto da Brasileira),1,2017,"0,0",17,-8.0014,-34.9353
364,30,Recife (Várzea),1,2017,"0,0",17,-8.036,-34.98
366,265,Recife (Alto da Brasileira),2,2017,"0,0",17,-8.0014,-34.9353
370,30,Recife (Várzea),2,2017,"0,0",17,-8.036,-34.98
372,265,Recife (Alto da Brasileira),3,2017,"0,0",17,-8.0014,-34.9353
376,30,Recife (Várzea),3,2017,"0,8",17,-8.036,-34.98
378,265,Recife (Alto da Brasileira),4,2017,"50,4",17,-8.0014,-34.9353
379,196,Recife (Codecipe / Santo Amaro),4,2017,"45,0",17,-8.0442,-34.8747
382,30,Recife (Várzea),4,2017,"41,4",17,-8.036,-34.98
384,265,Recife (Alto da Brasileira),5,2017,"0,0",17,-8.0014,-34.9353
385,196,Recife (Codecipe / Santo Amaro),5,2017,"0,0",17,-8.0442,-34.8747
388,30,Recife (Várzea),5,2017,"0,0",17,-8.036,-34.98
390,265,Recife (Alto da Brasileira),6,2017,"0,0",17,-8.0014,-34.9353
391,196,Recife (Codecipe / Santo Amaro),6,2017,"2,6",17,-8.0442,-34.8747
394,30,Recife (Várzea),6,2017,"0,6",17,-8.036,-34.98
396,265,Recife (Alto da Brasileira),7,2017,"0,0",17,-8.0014,-34.9353
397,196,Recife (Codecipe / Santo Amaro),7,2017,"4,6",17,-8.0442,-34.8747
400,30,Recife (Várzea),7,2017,"7,5",17,-8.036,-34.98
402,265,Recife (Alto da Brasileira),8,2017,"0,0",17,-8.0014,-34.9353
403,196,Recife (Codecipe / Santo Amaro),8,2017,"0,6",17,-8.0442,-34.8747
406,30,Recife (Várzea),8,2017,"0,0",17,-8.036,-34.98
408,265,Recife (Alto da Brasileira),9,2017,"6,9",17,-8.0014,-34.9353
409,196,Recife (Codecipe / Santo Amaro),9,2017,"3,4",17,-8.0442,-34.8747
412,30,Recife (Várzea),9,2017,"3,6",17,-8.036,-34.98
414,265,Recife (Alto da Brasileira),10,2017,"0,0",17,-8.0014,-34.9353
415,196,Recife (Codecipe / Santo Amaro),10,2017,"0,0",17,-8.0442,-34.8747
418,30,Recife (Várzea),10,2017,"7,0",17,-8.036,-34.98
420,265,Recife (Alto da Brasileira),11,2017,"2,1",17,-8.0014,-34.9353
421,196,Recife (Codecipe / Santo Amaro),11,2017,"0,2",17,-8.0442,-34.8747
424,30,Recife (Várzea),11,2017,"3,4",17,-8.036,-34.98
426,265,Recife (Alto da Brasileira),12,2017,"7,1",17,-8.0014,-34.9353
427,196,Recife (Codecipe / Santo Amaro),12,2017,"0,0",17,-8.0442,-34.8747
430,30,Recife (Várzea),12,2017,"0,0",17,-8.036,-34.98
432,265,Recife (Alto da Brasileira),1,2018,"0,0",17,-8.0014,-34.9353
433,196,Recife (Codecipe / Santo Amaro),1,2018,"1,0",17,-8.0442,-34.8747
436,30,Recife (Várzea),1,2018,"0,0",17,-8.036,-34.98
438,265,Recife (Alto da Brasileira),2,2018,"0,7",17,-8.0014,-34.9353
439,196,Recife (Codecipe / Santo Amaro),2,2018,"1,3",17,-8.0442,-34.8747
442,30,Recife (Várzea),2,2018,"4,0",17,-8.036,-34.98
444,265,Recife (Alto da Brasileira),3,2018,"0,0",17,-8.0014,-34.9353
445,196,Recife (Codecipe / Santo Amaro),3,2018,"0,0",17,-8.0442,-34.8747
448,30,Recife (Várzea),3,2018,"0,0",17,-8.036,-34.98
450,265,Recife (Alto da Brasileira),4,2018,"3,7",17,-8.0014,-34.9353
451,196,Recife (Codecipe / Santo Amaro),4,2018,"3,8",17,-8.0442,-34.8747
454,30,Recife (Várzea),4,2018,"4,2",17,-8.036,-34.98
456,265,Recife (Alto da Brasileira),5,2018,"14,5",17,-8.0014,-34.9353
457,196,Recife (Codecipe / Santo Amaro),5,2018,"21,2",17,-8.0442,-34.8747
460,30,Recife (Várzea),5,2018,"21,4",17,-8.036,-34.98
462,265,Recife (Alto da Brasileira),6,2018,"0,5",17,-8.0014,-34.9353
463,196,Recife (Codecipe / Santo Amaro),6,2018,"1,8",17,-8.0442,-34.8747
466,30,Recife (Várzea),6,2018,"0,0",17,-8.036,-34.98
468,265,Recife (Alto da Brasileira),7,2018,"0,0",17,-8.0014,-34.9353
469,196,Recife (Codecipe / Santo Amaro),7,2018,"0,0",17,-8.0442,-34.8747
472,30,Recife (Várzea),7,2018,"3,2",17,-8.036,-34.98
474,265,Recife (Alto da Brasileira),8,2018,"0,0",17,-8.0014,-34.9353
475,196,Recife (Codecipe / Santo Amaro),8,2018,"0,0",17,-8.0442,-34.8747
478,30,Recife (Várzea),8,2018,"0,0",17,-8.036,-34.98
480,265,Recife (Alto da Brasileira),9,2018,"0,0",17,-8.0014,-34.9353
481,196,Recife (Codecipe / Santo Amaro),9,2018,"0,0",17,-8.0442,-34.8747
484,30,Recife (Várzea),9,2018,"1,4",17,-8.036,-34.98
486,265,Recife (Alto da Brasileira),10,2018,"0,0",17,-8.0014,-34.9353
487,196,Recife (Codecipe / Santo Amaro),10,2018,"1,0",17,-8.0442,-34.8747
490,30,Recife (Várzea),10,2018,"0,4",17,-8.036,-34.98
492,265,Recife (Alto da Brasileira),11,2018,"0,0",17,-8.0014,-34.9353
493,196,Recife (Codecipe / Santo Amaro),11,2018,"0,0",17,-8.0442,-34.8747
496,30,Recife (Várzea),11,2018,"0,0",17,-8.036,-34.98
498,265,Recife (Alto da Brasileira),12,2018,"12,4",17,-8.0014,-34.9353
499,196,Recife (Codecipe / Santo Amaro),12,2018,"0,0",17,-8.0442,-34.8747
502,30,Recife (Várzea),12,2018,"14,6",17,-8.036,-34.98
504,265,Recife (Alto da Brasileira),1,2019,"0,0",17,-8.0014,-34.9353
505,196,Recife (Codecipe / Santo Amaro),1,2019,"0,0",17,-8.0442,-34.8747
508,30,Recife (Várzea),1,2019,"0,2",17,-8.036,-34.98
510,265,Recife (Alto da Brasileira),2,2019,"5,9",17,-8.0014,-34.9353
511,196,Recife (Codecipe / Santo Amaro),2,2019,"0,0",17,-8.0442,-34.8747
514,30,Recife (Várzea),2,2019,"8,0",17,-8.036,-34.98
516,265,Recife (Alto da Brasileira),3,2019,"0,0",17,-8.0014,-34.9353
517,196,Recife (Codecipe / Santo Amaro),3,2019,"0,0",17,-8.0442,-34.8747
520,30,Recife (Várzea),3,2019,"0,0",17,-8.036,-34.98
522,265,Recife (Alto da Brasileira),4,2019,"16,2",17,-8.0014,-34.9353
523,196,Recife (Codecipe / Santo Amaro),4,2019,"7,0",17,-8.0442,-34.8747
526,30,Recife (Várzea),4,2019,"5,0",17,-8.036,-34.98
528,265,Recife (Alto da Brasileira),5,2019,"0,0",17,-8.0014,-34.9353
529,196,Recife (Codecipe / Santo Amaro),5,2019,"0,0",17,-8.0442,-34.8747
532,30,Recife (Várzea),5,2019,"1,4",17,-8.036,-34.98
534,265,Recife (Alto da Brasileira),6,2019,"71,4",17,-8.0014,-34.9353
535,196,Recife (Codecipe / Santo Amaro),6,2019,"119,0",17,-8.0442,-34.8747
538,30,Recife (Várzea),6,2019,"90,4",17,-8.036,-34.98
540,265,Recife (Alto da Brasileira),7,2019,"0,0",17,-8.0014,-34.9353
541,196,Recife (Codecipe / Santo Amaro),7,2019,"0,0",17,-8.0442,-34.8747
544,30,Recife (Várzea),7,2019,"0,0",17,-8.036,-34.98
546,265,Recife (Alto da Brasileira),8,2019,"4,8",17,-8.0014,-34.9353
547,196,Recife (Codecipe / Santo Amaro),8,2019,"4,2",17,-8.0442,-34.8747
550,30,Recife (Várzea),8,2019,"3,4",17,-8.036,-34.98
552,265,Recife (Alto da Brasileira),9,2019,"0,0",17,-8.0014,-34.9353
553,196,Recife (Codecipe / Santo Amaro),9,2019,"0,0",17,-8.0442,-34.8747
556,30,Recife (Várzea),9,2019,"0,4",17,-8.036,-34.98
558,265,Recife (Alto da Brasileira),10,2019,"0,0",17,-8.0014,-34.9353
559,196,Recife (Codecipe / Santo Amaro),10,2019,"0,0",17,-8.0442,-34.8747
562,30,Recife (Várzea),10,2019,"0,0",17,-8.036,-34.98
564,265,Recife (Alto da Brasileira),11,2019,"0,0",17,-8.0014,-34.9353
565,196,Recife (Codecipe / Santo Amaro),11,2019,"0,0",17,-8.0442,-34.8747
568,30,Recife (Várzea),11,2019,"0,0",17,-8.036,-34.98
570,265,Recife (Alto da Brasileira),12,2019,"2,0",17,-8.0014,-34.9353
571,196,Recife (Codecipe / Santo Amaro),12,2019,"0,0",17,-8.0442,-34.8747
